부스번호,업체명,특별관,카테고리,id,company_name_eng,homepage,company_description,products,products_description,category
A7304,한국농수산식품유통공사 (상생협력),,단체관/공공기관,257,Korea Agro-Fisheries & Food Trade Corporation,https://www.at.or.kr/home/apko000000/index.action,농수산식품산업 진흥을 통해 국민의 안정적인 먹거리 확보와 삶의 질 향상에 기여,BKF,BKF,"간편식품 (HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
B5509,스파이스업,,단체관/공공기관,105,SPICE UP,https://smartstore.naver.com/spiceup,"누구나 집에서도 쉽게 중동의 풍미를 맛볼 수 있도록 돕는
중동 향신료&소스 브랜드 ""스파이스업""",무함마라 muhammara,"중동의 쌈장이라 불리우는 디핑 소스 ""무함마라"" 
불에 구운 스모키한 파프리카와 호두, 향신료가 배합된 소스로 빵,고기,파스타,샌드위치 소스로 만능 활용 가능!
집에서도 쉽게 이국적인 맛을 경험해보세요!
","조미식품 (향신료, 분말/팩, 양념/소스, 페이스트, 오일, 식초 외)"
B5507,베이커리무흐,,단체관/공공기관,79,bakery mooh,https://smartstore.naver.com/bakery_mooh,"한국의 맛을 더한 고급스러운 달콤함
떡과 한과로부터 전해온 맛으로 새로운 K디저트를 만듭니다",김스콘,광천김을 더해 잼없이도 맛있는 단짠단짠 스콘,"디저트/베이커리 (케이크, 푸딩, 빵/제과류, 초콜릿, 요거트/유제품 외)"
B4506,(주)밀프로젝트,,단체관/공공기관,88,Meal Project Inc.,https://smartstore.naver.com/mealproject,"(주)밀프로젝트는 식물성 원료 기반의 간편식 및 기호식품을 개발합니다. 
특히 우수한 국내 농산물을 가공하여 편리성과 기호성을 높이고, 고부가가치 제품으로 탈바꿈하여 현대인에게 적합한 지속 가능한 식문화를 제안합니다.",캐슈넛 수프,"우유·크림 대신 캐슈넛을 활용한 100% 비건 크림스프. 식물성 원재료로 고소함과 영양을 살렸으며, 간편하면서도 건강한 한 끼 대용으로 활용할 수 있는 제품입니다.","수입 간편식품 (수입 HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
B5506,페스타,,단체관/공공기관,140,Feasta,https://smartstore.naver.com/feasta,"“페스타는 식사의 본질인 ‘건강한 만족감’을 일상에 자연스럽게 녹여내는 라이프스타일 브랜드입니다.”

‘어차피 먹는 거라면, 몸에 좋은 걸 맛있게.’
‘하루 한 끼라도 건강하게 먹고 싶은데, 뭔가 쉬운 방법은 없을까?’
페스타는 이런 고민에서 시작되었습니다.
저희는 단순히 ""콩을 넣은 소스""를 만들지 않습니다.
각 콩이 가진 고유의 색, 영양, 풍미에 어울리는 재료를 매칭해,
색감, 맛, 기능, 활용성까지 고려한 건강한 대안 식품을 제안합니다.

‘페스타’는 사람들의 일상 속 작은 선택을 통해, 보다 지속 가능하고 건강한 식문화로 전환할 수 있도록 돕는 브랜드입니다.",청태 바질 페스토,"100% 식물성 원료로 만든, 비건 국내산 콩 페스토.

국내산 청태콩을 주원료로, 신선한 바질을 더해 치즈와 견과 없이도 고소하고 부드러운 식감을 완성했습니다.
전통 바질 페스토보다 훨씬 더 담백하고 깔끔한 맛,
유제품과 동물성 원료는 일절 사용하지 않으며, 대체당을 사용한 저당 비건 제품입니다.

샐러드, 파스타, 바게트 등 어디에도 잘 어울리는 멀티 유즈 데일리 소스입니다.","조미식품 (향신료, 분말/팩, 양념/소스, 페이스트, 오일, 식초 외)"
B4507,꿀건달,,단체관/공공기관,152,GGulGunDal,www.ggulgundal.com,"꿀건달 ‘꿀이아주.건강하고,달콤하군’ 이라는 재치있는 네이밍으로 ‘스위트’한 꿀을 ‘위트’있게 담아가는 국산 벌꿀 브랜드입니다. 푸드위크 코리아를 통해 신메뉴 ‘아이스꿀임’을 선보입니다. 아이스크림 위에 꿀건달이 이동양봉한 다양한 꿀을 토핑처럼 즐길 수 있습니다. 꿀건달은 50년차 양봉업에 종사하는 아버지의 가치를 키워가며 100년을 향해 꿀벌의 가치를 알리고 즐거운 꿀 문화를 만들어 갑니다.","<봄꿀-여름꿀> 1)산벚나무꿀(봄꿀), 2)팥배나무꿀(봄꿀), 3)아까시꿀(늦은 봄꿀), 4)밤꿀(여름꿀), <벌꿀 듬뿍듬뿍 아이스꿀임> 5)산벚나무꿀X바닐라맛 젤라또 HONEY ICECREAM","<봄꿀-여름꿀 '꿀라먹는 재미' 벌꿀스틱, 벌꿀튜브, 벌꿀선물세트> -산벚나무꿀(봄꿀) : 봄날의 풍경이 떠오르듯 향긋한 봄꿀 ! 그릭요거트 또는 그레놀라, 블루베리, 복숭아와의 궁합이 좋습니다. -팥배나무꿀(봄꿀) : 특유의 구수한 맛과 묵직한 단맛이 독특한 꿀 ! 매해 꽃피는 시기가 짧아져 희소가치가 있는 꿀입니다. -아까시꿀(늦은 봄꿀) : 감미로운 아카시아 향과 은은한 향이 조화로워 여러 식재료와 궁합을 이루기에 가장 적합한 꿀 ! 음료에 천연감미료 역할로서 탁월합니다. -밤꿀(여름꿀) : 강한 향과 쌉싸름한 풍미가 일품인 여름꿀 ! 꿀 난이도 만렙, 고다치즈와 잘 어울려 와인과 조화롭습니다.  <'벌꿀 듬뿍듬뿍' 아이스꿀임> - 아이스꿀임 : '산벚나무꿀X바닐라맛 젤라또' 아이스크림의 쫀쫀한 식감과, 벌꿀의 텍스처가 잘 어우러 집니다.","고메/스페셜티 (치즈/유제품, 시즈닝/소스류, 육가공/건조육, 견과류/건조과일, 파티푸드/선물세트, 프리미엄 푸드 브랜드 외)"
B5510,피커스푸드,,단체관/공공기관,104,Picker's Food,instagram.com/sichuan_master,"‘사천선생’은 중국의 최고 미식 지역인 ‘사천성’의 맛을 ‘연구하고 전한다’는 뜻으로, 정통 사천의 맛을 집에서도 안전하고 간편하게 즐길 수 있는 식품을 개발합니다. 대표상품은 귀한 한우두태기름으로 만든 <한우훠궈소스>입니다. ",한우훠궈소스,한우두태기름으로 만든 고체형 국산 훠궈소스,"조미식품 (향신료, 분말/팩, 양념/소스, 페이스트, 오일, 식초 외)"
B5705,한국식품안전관리인증원,,단체관/공공기관,455,Korea Agency of HACCP Accreditation and Services,www.haccp.or.kr,"한국식품안전관리인증원은 식품의약품안전처 산하 공공기관으로 우리 국민들이 일상적으로 먹고 마시는 식품 및 축산물 등에 대한 안전관리 인증을 수행하는 식품안전관리 전문기관입니다. 과학적인 HACCP 심사와 기술지원 서비스의 제공, 4차 산업 혁명 시대의 식품 안전을 선도하는 스마트 HACCP의 보급·확산, HACCP 교육 및 상담, 음식점 위생 등급제 평가, 수입식품 안전관리 등을 통해 먹거리 안전을 확보하기 위해 최선을 다하고 있습니다.",기관홍보,기관홍보,
A5006,농협경제지주 주식회사,,단체관/공공기관,571,Nonghyup Agribusiness Group,http://www.nhabgroup.com/user/indexMain.do?siteId=nhabgroup,"농협경제지주는 2012년 설립되어 농협의 농산물 생산, 유통, 가공, 판매에 필요한 자회사를 운영하고 있는 지주회사입니다.
농업인 실익증진 및 농산물 유통 활성화를 목표로 영농자재 및 안전농식품 공급을 추진하고 있으며, 도매사업 및 산지유통혁신을 통해 농산물을 소비자에게 안정적으로 공급하는 역할을 수행하고 있습니다.
우리 농식품 수출전문 무역 자회사인 NH무역을 통해 전국 390여 개 농협에서 생산된 우수한 품질의 농산물과 그 가공품을 일본, 미국, 중국, 유럽 등에 수출하고 있으며,
식품 부문 자회사(농협목우촌, 농협홍삼, 농협양곡, 농협식품 등), 자체 식품연구소를 통해 지속적인 가공식품에 대한 연구 협업을 추진하고 있습니다.

[변화와 혁신을 통한 새로운 대한민국 농협]
농업인의 행복을 향해, 지역 농축협과의 협동을 향해
대한민국 국민의 희망을 향해, 보다 더 큰 세계를 향해
새로운 대한민국 농협의 아름다운 항해가 시작됩니다.
희망농업, 행복농촌 농협이 만들어갑니다.",쌀크룽지,농협과 신라명과와 협업하여 만든 특별 콜라보 제품 달콤바삭 쌀크룽지,"일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
A6401,농림축산검역본부,,단체관/공공기관,431,Animal and Plant Quarantine Agency,qia.go.kr,"농림축산검역본부는 농림축산식품부 소속기관으로서, 가축전염병 및 식물병행충의 생물학적 위협으로부터 국민을 안전하게 생산자를 풍요롭게 하는 것을 주임무로 하고 있는 국가기관입니다. 아울러, 동물과 식물분야의 융복합과 협업을 통해 사람과 동물의 건강 그리고 환경이 서로 연관되어 있다는 'One Health'(하나의 건강)개념을 업무목표로 삼고 있습니다. 주요 업무로는 수·출입 동·식물 검역·검사, 가축방역, 외래병해충 예찰·방제·역학조사 및 위험분석, 수의과학·식물검역 기술 연구개발, 동물보호 및 복지, 동물용의약품 인허가 및 품질관리",수입축산물이력제,수입축산물이력제,
B6011,충주시청,,단체관/공공기관,415,Chungju,www.chungju.go.kr,더 가까이 충주,충주시 농산물  가공식품 홍보,"충주시 농산물 가공식품 홍보 및 판매
충주씨 농산물 통합브랜드 캐릭터 '충주시 '홍보","신선식품 (과일, 채소, 축산, 수산 원물)"
A4501,농업회사법인 ㈜사일로,,단체관/공공기관,45,,,,,,
A4502,농업회사법인 ㈜기우리다,,단체관/공공기관,39,,,,,,
A4503,농업회사법인 ㈜산내들푸드,,단체관/공공기관,40,,,,,,
A4101,농업정책보험금융원/농금원,,단체관/공공기관,385,Agricultural Pollcy Insurance&Finance Service,www.apfs.kr/front/user/main.do,"농림수산식품산업에 대한 투자를 촉진하고, 농림수산식품산업의 규모화 및 경쟁력 강화를 위하여 정부가 조성하는 투자펀드시스템으로, 농어업경영체, 식품사업자 등 농림수산식품경영체에 대한 투자를 목적으로 설립된 농림수산식품투자조합 또는 경영참여형사모집합투자기구에 출자하는 방식의 Fund of Funds입니다.",식품,식품,"간편식품 (HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
A4614,농업회사법인 자연체험학습장(주),,단체관/공공기관,58,"Nature Experience Study Center Co., Ltd., an agricultural company",jych.co.kr,청정지역 충남 계룡시에서   허브를 재배하며  허브의 잎을 분쇄하지 않고 향이 진하고 맛 좋은  국내산 수제 허브차를 생산,국내산수제허브차,청정지역 계룡시에서 직접 허브를 재배하며 허브의 잎을 분쇄하지 않는 향과 맛이 진한 국내산 수제 허브차 생산하며 티백은 생분해옥수수전분티백을 사용함,"음료 (커피, 차, 주스, 탄산음료, 에너지 드링크, 이온음료 외)"
A4612,금산인삼협동조합,,단체관/공공기관,36,Geumsan Ginseng Cooperatives,www.k-insam.co.kr,"금산인삼협동조합은 생산단계부터 양질의 인삼만을 선별, 가공, 유통하는
직거래 조합으로 농림축산식품부로부터
2015년 농촌 융복합산업 (6차산업) 인증을 받은 경영체입니다.
HACCP 공장시설에서 생산하고 있으며, ISO 22000 국제 인증도 받았습니다.
인삼 년근제와 재배자 실명제를 도입하였고, 원료 인삼의 잔류 농약 및
안전성 검사를 비롯한 철저한 성분 검사를 통해 원재료에 대한 신뢰성을
확보하여 안전한 시설에서 제조하고 있습니다.",리얼진 홍삼칩,"특허받은 홍삼칩 제품은 기존 홍삼 제품들과 달리 간식처럼 남녀노소 누구나 먹을 수 있는 제품입니다.
홍삼 한 뿌리를 그대로, 시즈닝 칩 제형으로 개선하여 식감이 바삭하고 쓴맛 보다는 씹을수록 단맛이 나는 것이 특징입니다.
몸통, 다리, 뿌리 부분으로 나누어 취향에 따라 섭취하실 수 있습니다.","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
A4613,베럴댄,,단체관/공공기관,52,BETTERTHAN,m.blog.naver.com/os-love,“품질과 신뢰를 바탕으로 지속 가능한 농업 가치를 실현하는 베럴댄”,논산 딸기쫀드기/멜론 쫀드기,"지역 특산물로 청년농부들과 함께 만든 논산 딸기 쫀드기/멜론 쫀드기. 
남녀노소 누구가 건강하게 안심하고 먹을 수 있는 간식","간식/스낵류 (과자류, 칩, 견과류, 캔디류, 전통간식, 건조간식, 안주류 외)"
A4610,한국흑삼공사,,단체관/공공기관,25,"Korea Black Ginseng Co., Ltd",없음,"2015년 9월 2일 법인 설립 만 10년이 된 기업으로 ""흑관장""이라는 브랜드로 흑삼을 전문적으로 제조 판매하는 회사이며, 베트남, 캄보디아, 인도, 미국, 호주, 러시아에 수출을 하고 있으며, 수출을 위한 각 나라에 상표등록과 HACCP, FDA, VEGAN, HALAL, ISO22000, FSSC22000등을 인증 받았고 국내 상표등록 12개 출원 34개를 진행중임.","흑관장 흑삼정, 흑녹삼 골드, 흑삼 정과, 흑녹삼 헬스데이.","구증구포 흑삼을 주원료로 사용하여, 흑삼정은 흑삼 100%농축액이며, 흑녹삼 골드는 흑삼과 녹용, 한약재를 이용한 240g 병으로 된 농축액임.
흑삼 정과는 흑삼을 만들어 당을 첨가하여 만든 제품이며, 흑녹삼 헬스데이는 흑삼과 한약재를 이요한 스틱제품임.","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
A4611,해나루빠삭뽀삭부각,,단체관/공공기관,29,Hanaru crunch crispy bugak-Seaweed Chips,kor.banditbul.kr,"해나루 빠삭뽀삭 부각은 장애인과 취약계층의 일터로 자리잡고 있습니다
서해안의 해풍을 맞고 자란 당진 해나루 찹쌀로 빚은 전통 수제 찹쌀 부각을 만들고 있습니다
판매수익금은 장애인들과 취약계층을 위해 쓰여 지고 있습니다
신뢰 높은 당진의 대표 농 수산물  브랜드인 해나루 인증과 사회적 기업 인증, 농촌 융복합 산업인 6차 산업 인증, 식품안전 관리 체계인 HACCP을 받았습니다.
우리 가족이 먹는다는 생각을 가지고 지역 농산물을 이용해서만 들었기에 믿을 수 있습니다.
",찹쌀김부각,"● 국내산 찹쌀과 지역 농수산물을 사용하여 전통 방식으로 만든 건강한 부각
● 바삭하고 고소한 식감, 남녀노소 누구나 부담 없이 즐길 수 있는 맛
● 인공첨가물 없이 재료 본연의 풍미를 살린 수제 간식
● 김, 미역, 다시마 등 다양한 해조류를 활용해 영양과 맛을 동시에 제공
● HACCP, 6차산업 인증 보유로 안심하고 먹을 수 있는 제품","일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
A5501,서산시농업기술센터,,단체관/공공기관,398,Seosan City Agricultural Technology Center,www.seosan.go.kr/agritech/index.do,"도약하는 서산, 살맛나는 농업.농촌을 만들어 나가는 서산시농업기술센터입니다. ",서산 쌀생강차,"국내 최대 쌀, 생강 산지인 서산에서 재배한 우수한 생강화 쌀을 사용해, 위생적인 HACCP 인증 시설에서 만든 건강한 음료입니다. 
지역 대표 농산물의 신선함과 안전함을 그대로 담았습니다. ","일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
A6101,한국식품연구원,,단체관/공공기관,377,Korea Food Research Institute ,https://www.kfri.re.kr/,"통해 국가산업발전과 국민 삶의 질 향상에 기여하기 위해 1987년 설립된 국내 유일의 식품 분야 정부출연연구기관입니다. 우리 연구원은 혁신적인 식품 연구를 선도하여 미래의 식품산업을 이끌어가고 있습니다. 또한 국민 건강 증진과 삶의 질 향상을 최우선 목표로 삼아, 다양한 사회적 과제들을 해결하고 새로운 가치를 만들어내고자 노력하고 있습니다.",한국식품연구원 패밀리기업관,"한국식품연구원 기업솔루션연구센터에서는 국내 식품기업의 성장가능성, 역량 및 보유기술 등을 종합적으로 고려하여 패밀리기업으로 지정하며, 연구원이 보유하고 있는 R&D 인프라(기술, 노하우, 연구장비 등)의 활용 등을 통해 연구원-패밀리기업 간 혁신 시너지 창출 및 글로벌 강소기업으로 성장할 수 있도록 지원하고 있습니다. ",
A4404,남원시농업기술센터,,단체관/공공기관,412,NAMWON,https://www.namwon.go.kr/,"남원 농식품 산업의 안정적인 성장 지원
지역내 생산 농특산물 1차-2차-3차 육성 지원",백향과(패션후르츠) 가공식품,남원 백향과를 활용한 가공식품,"일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
S1301,조흔와이너리,주류라운지,단체관/공공기관,395,joheunwinery,www.영천와인.com,"경북영천에서 직접재배한 포도를 GAP인증을 받아 전통주.와인.리큐르.증류주를 생산하고 있습니다.
전통주와 와인을 활용한 6차산업을 인증받았으며 ,농촌체험관광프로그램운영과 와인.전통주관련 관광기념품을 생산하고 있습니다.",홀스타화이트,청정지역 경북영천에서 직접재배한 샤인머스켓을 겨우내 저온발효시켜 잔당을 남겨 달콤하면서도 부드러운스타일의 와인으로 과일향이 풍부하고 목넘김이 부드러운와인ㅇ,"주류 (전통주, 맥주, 포도주, 위스키, 칵테일, RTD, 저/무알콜 외)"
B5207,맑고밝고따뜻한협동조합,,단체관/공공기관,271,"Pure, Bright and Warm Cooperative",www.pureplan.co.kr,"전남 고흥에 위치한 음료제조사로 2013년 설립되었습니다. 고흥유자/석류, 국내산 배/생강/홍삼 등으로 음료를 제조하여 국내외 판매하고 있습니다. 인증 사회적기업으로 지역 일자리 창출과 지역연계 성장을 위하여 노력하고 있습니다.",U meet 고흥유자,고흥유자로 만든 RTD 로 스파우트 파우치포장,"음료 (커피, 차, 주스, 탄산음료, 에너지 드링크, 이온음료 외)"
B5206,모란전통기름협동조합 모란향가,,단체관/공공기관,264,morancoop,www.morancoop.co.kr,"- 모란향가 참기름 들기름은 저렴한 수입산 깨분이 아닌 엄선한 국내산 통 참깨, 통 들깨 100%만을 사용합니다
- HACCP 인증 받은 시설에서 주문 후 3일 이내 착유 하는 신선한 기름입니다
- 시간이 걸리더라도 깨끗이 세척한 후 저온에서 천천히 볶아 어떠한 첨가물 없이 단 한 번 착유한 저온압착 방식의 건강한 기름입니다
- 깨를 태우듯이 많이 볶아 착유하면 기름양도 많아지고 색도 진하며 향도 진해 질 수 있습니다  
하지만 모란향가의 기름은 저온으로 천천히 볶아 압착  착유하기 때문에 기존에 드셨던 기름보다 색이 흐리고  향이 약하다고 느끼실 수 있으나 건강하게 드실 수 있는 전통 참기름 들기름입니다 많이 볶은 기름에서 나올 수 있는 벤조피벤 미 검출 검사 완료하였습니다
_ 병 입구 한지 손포장 , 상자 포장으로 정성 어린 선물이 되도록 보내드립니다",모란향가 저온압착 국산 참기들,"- 모란향가 참기름 들기름은 저렴한 수입산 깨분이 아닌 엄선한 국내산 통 참깨, 통 들깨 100%만을 사용합니다
- HACCP 인증 받은 시설에서 주문 후 3일 이내 착유 하는 신선한 기름입니다
- 시간이 걸리더라도 깨끗이 세척한 후 저온에서 천천히 볶아 어떠한 첨가물 없이 단 한 번 착유한 저온압착 방식의 건강한 기름입니다
- 깨를 태우듯이 많이 볶아 착유하면 기름양도 많아지고 색도 진하며 향도 진해 질 수 있습니다  
하지만 모란향가의 기름은 저온으로 천천히 볶아 압착  착유하기 때문에 기존에 드셨던 기름보다 색이 흐리고  향이 약하다고 느끼실 수 있으나 건강하게 드실 수 있는 전통 참기름 들기름입니다 많이 볶은 기름에서 나올 수 있는 벤조피벤 미 검출 검사 완료하였습니다
_ 병 입구 한지 손포장 , 상자 포장으로 정성 어린 선물이 되도록 보내드립니다","일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
A4505,상주시농업기술센터,,단체관/공공기관,283,sangju,https://sja.sangju.go.kr/,상주시농업기술센터,농산물 가공품,지역 농산물로 생산한 가공제품,"일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
A4507,태백시농업기술센터,,단체관/공공기관,239,Taebaek Agricultural Technology Center,agrifood.taebaek.go.kr,"우리 태백시 농업기술센터는 21세기를 맞이하여 새로운 소득작목 개발과 농가소득 증대를 통한 농업인 여러분의 삶의 질 향상과 국민건강 증을 위한 친환경 농산물 생산에 역점을 두고 실천해 나가고 있습니다.

농업은 생명산업입니다. 먹거리의 중요성은 어제 오늘의 이야기가 아닙니다.
농업을 이끌어 오면서 오늘날 새로운 도약의 시간을 맞이하게 되었습니다.
농산물가공센터의 운영은 1차 농업, 2차 가공산업, 3차 서비스산업이 융합된 6차산업으로 우리의 먹거리가 도약했음을 의미합니다.
농업인은 4계절 내내 생산과 판매를, 소비자는 다양한 농가공품과 농산물 구매를 통하여 식재료의 다양화를 느낄 수 있게 되었습니다.
앞으로 평균 해발 902m의 고랭지에 위치한 태백시에서 청정농산물과 이를 활용한 농가공품들을 생산하는 농업인들과 안전먹거리 생산에 최선을 다하겠습니다.

우리 태백시는 사계절 레져스포츠 도시로서 태백산 눈축제를 비롯한 다양한 볼거리와 전국 제일의 태백 한우 등 풍성한 먹거리가 있는 대표적인 고원관광 도시입니다.
언제라도 방문하여 주시면 친절히 안내 해 드리겠습니다.

감사합니다.",맛태배기 천상애 사과즙,"고원지대에서 재배되는 고냉지 100% 천상애 사과즙

고원도시 태백에서 재배되는 태백 사과는 평균 해발고도 900m의 높은 고도와 일교차, 석회질의 토양으로 풍미와 식감, 당도가 높습니다. 평균 당도는 16~18브릭스로 매우 높고 새콤달콤한 맛이 일품입니다. 
고원도시 태백에서 생산된 사과로 착즙한 천상애 사과즙은  믿고 드실 수 있습니다.","음료 (커피, 차, 주스, 탄산음료, 에너지 드링크, 이온음료 외)"
S1003,고령딸기농촌융복합사업추진단,주류라운지,단체관/공공기관,238,Goryeong Strawberry Rural Convergence Project Promotion Team,없음.,"딸기 주산지인 고령의 딸기 6차산업 발전과 딸기 연계업체와 공동사업을 추진하여 고령딸기를 
더 널리 알리는 농촌융복합사업단입니다. ","G.W (고령의 G , 위스키의 W 다른의미로는 GO WE 함께가자라는 의미.)",고령딸기를 이용하여 만든 약 25도의 위스키,"주류 (전통주, 맥주, 포도주, 위스키, 칵테일, RTD, 저/무알콜 외)"
A6501,재단법인경북테크노파크,,단체관/공공기관,212,Gyeongbuk Technopark Foundation,https://www.gbtp.or.kr/,지역 산업 고도화와 기업 성장을 지원하며 지역경제 활성화를 위해 노력하는 경북의 혁신거점기관,영양군 농산물을 활용한 신선식품,"고춧가루, 버섯, 장(메주,된장,고추장 등) 등 영양군 농산물을 활용하여 만든 신선 및 반찬, 가공식품 등으로 구성","신선식품 (과일, 채소, 축산, 수산 원물)"
B1105,주식회사 약석원 농업회사법인,,단체관/공공기관,569,YAKSEOKWON,https://ysc533.modoo.at,국내산 농특산물을 중심으로 건강 비건 간편식을 개발하여 헬스케어 푸드로 발돋움하고 있다.,바나바 당앤밥,바나바 추출물과 프로틴라이스로 만든 9가지 곡물과 어우러진 찰진 밥 맛으로 약석원의 대표적인 헬스케어푸드임.,"간편식품 (HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
B1106,돌멘베이커리,,단체관/공공기관,196,dolmenbakery,https://gift.kakao.com/brand/14400,"강화도에 위치한 비건 베이커리 전문점 돌멘베이커리입니다 :)
백밀가루, 버터, 백설탕, 생크림, 우유, 계란, 합성첨가물, 방부제를
전혀 넣지 않고 건강한 재료만을 엄선하여 빵과 음료를 만들고 있습니다!",강화사자발약쑥 식빵,강화도 사자발약쑥으로 만든 비건 식빵,"디저트/베이커리 (케이크, 푸딩, 빵/제과류, 초콜릿, 요거트/유제품 외)"
B1107,희망일터,,단체관/공공기관,195,Huimang-ilteo,https://welfarehope.com/,"희망일터는 중증장애인생산품 인증시설로 정직하게 도정하여 최고의 신선한 쌀, 선물세트를 판매합니다. ",사색미,"저희 시그니처 선물 세트인 사색미는 홍미, 흑미, 현미, 백미 네 가지 건강한 쌀(각 450g)로 구성됩니다. 신선하게 진공 포장되며, 전통 매듭으로 한국의 멋을 더했습니다. 사색미는 영양과 전통미를 모두 담아낸 특별한 쌀 선물입니다.","신선식품 (과일, 채소, 축산, 수산 원물)"
A3401,예산군청,,단체관/공공기관,237,YESAN COUNTY,준비중,예가정성은 충청남도 예산군에서 생산하는 우수 농특산물에 사용하는 공동 상표 이름입니다.,예산사과,국내 사과산업을 선도하는 백년 전통의 예산사과는 뛰어난 맛과 풍부한 영양으로 전국 소비자들로부터 많은 사랑을 받고 있는 예산의 대표 농산물입니다. ,"신선식품 (과일, 채소, 축산, 수산 원물)"
A6001,(사)한국바이오특화센터협의회,,단체관/공공기관,541,korea bio cluster federation,kbcluster.or.kr,"협의회는 바이오·의료기기의 비영리 센터·진흥원·연구원·협회·단체·대학사업단 등(이하 “센터등”라 한다)의 발전과 상호협력을 증진하고, 지역의 바이오, 헬스 및 의료기기의 기반 및 기술 경쟁력 강화를 통해 산업체의 국내·외 진출을 지원하며, 국가 및 지역의 경제성장과 바이오·의료기기 산업진흥에 공헌 국가 및 지역 산업의 정책·기획·진흥·시책·연구 지원 사업 센터 등의 기반구축, 정보교류 및 상호협력 사업 바이오, 헬스케어, 의료기기 산업의 경쟁력 강화 사업 국내·외 시장 조사 및 분석 사업 산업체의 기술개발 및 사업화 지원 사업",건강기능식품 및 메디푸드 제품,"2025  생물활성 성분기반 기능성 바이오소재 제품화 및 양산화 지원사업의 수혜기업이 보유한 건강기능식품 및 메디푸드제품, 기능성표시식품, 이너뷰티 제품 등 ","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
A4409,정읍시농업기술센터(독립부스),,단체관/공공기관,180,JeongEup-Si,www.jeongeup.go.kr/agri/index.jeongeup,정읍시농업기술센터,프리바이오틱스 딸기잼,"무설탕, 무첨가, 국내산 딸기를 사용한 건강한 잼","일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
A4510,정읍시농업기술센터(조립부스),,단체관/공공기관,180,JeongEup-Si,www.jeongeup.go.kr/agri/index.jeongeup,정읍시농업기술센터,프리바이오틱스 딸기잼,"무설탕, 무첨가, 국내산 딸기를 사용한 건강한 잼","일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
B4611,오후의 한과,,단체관/공공기관,125,After hangwa,www.boufood.co.kr,"광주/전남 전통한과 및 주전부리를 만드는 식품기업으로 대인예술시장, 광주말바우시장, 담양창평시장 상인들과 한과레시피를 개발하고, 전수하여 
트랜디한 상품을 제공하고 있습니다. 또한 전통시장 판매상품 및 먹거리를 소싱하여 기업 납품, 야시장 참여, 기업 팝업운영을 주관하고 있습니다. ",오후의 한과 선물세트,담양 창평한과 및 말바우시장 디저트 한과가 결합한 선물세트와 전통 오란다를 디저트로 재탄생한 오라미 선물세트 입니다. ,"간식/스낵류 (과자류, 칩, 견과류, 캔디류, 전통간식, 건조간식, 안주류 외)"
B4612,주식회사 웰매니저,,단체관/공공기관,159,wellmanager.inc,https://wellmanager.kr/,시니어 식품 전문기업으로 주로 노인들이 드시는 간식을 직접 만들어 판매하는 기업 ,산수유 양갱 ,산수유 + 대체당 + 두부 단백질로 만든 양갱으로 부드러우며 단백질이 풍부하여 어르신들이 편하게 드실 수 있는 간식 ,"디저트/베이커리 (케이크, 푸딩, 빵/제과류, 초콜릿, 요거트/유제품 외)"
B4610,지죽마켓34도 주식회사,,단체관/공공기관,132,"Jijuk Market 34 Degrees Co., Ltd.",https://litt.ly/sinsungho_1957,"1937할아버지의 바다를 이어가는 1987손녀이야기
그리고 땅 끝 지죽도에서 보내는 바다선물",신성호1957 김초콜렛,"3대째 이어져온 고흥 김에 세련된 풍미를 더해, 바삭함과 달콤함을 동시에 즐기는 프리미엄 간식, 김초콜렛입니다.","디저트/베이커리 (케이크, 푸딩, 빵/제과류, 초콜릿, 요거트/유제품 외)"
B4609,자연공작소,,단체관/공공기관,116,Nature’s Atelier,https://m.smartstore.naver.com/premium_food,"김부각 전문 제조업체입니다.
전남원물을 활용한 다양한 토핑이 올라가는 김부각을 만들고 있습니다. ",김부각,전남원물을 활용하여 다양한 토핑을 올린 기름기 없는 비건 김부각입니다.,"간식/스낵류 (과자류, 칩, 견과류, 캔디류, 전통간식, 건조간식, 안주류 외)"
